signature_id	signature_name	gene	species	cell_family	context	disease	tags
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TUBB	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Macrophages	Immune.system.Macrophages	FCGR1A	human	macrophage	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Macrophages	Immune.system.Macrophages	FCGR3A	human	macrophage	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Macrophages	Immune.system.Macrophages	JAML	human	macrophage	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Macrophages	Immune.system.Macrophages	LILRB4	human	macrophage	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Macrophages	Immune.system.Macrophages	MS4A6A	human	macrophage	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Mast.cells	Immune.system.Mast.cells	FCER2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Mast.cells	Immune.system.Mast.cells	RIOK2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	ADA2	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	APOBEC3A	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	CSTA	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	FCGR1A	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	FCGR3A	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	FCGR3B	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	FCN1	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	GBP1	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	HLA-DRA	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	LYZ	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	MS4A6A	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	OAS1	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	S100A12	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Monocytes	Immune.system.Monocytes	SERPINA1	human	monocyte	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Myeloid.derived.suppressor.cells	Immune.system.Myeloid.derived.suppressor.cells	CD1D	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Myeloid.derived.suppressor.cells	Immune.system.Myeloid.derived.suppressor.cells	CEACAM8	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Myeloid.derived.suppressor.cells	Immune.system.Myeloid.derived.suppressor.cells	FCGR3A	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Myeloid.derived.suppressor.cells	Immune.system.Myeloid.derived.suppressor.cells	IL4R	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	FCGR3A	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	FGFBP2	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	GNLY	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	GZMH	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	IL32	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	KIR2DL1	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	KLRF1	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	LAIR2	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	LILRB1	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	NCR3	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	SIGLEC7	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.NK.cells	Immune.system.NK.cells	XCL2	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	AZU1	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	CD24	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	CEACAM8	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	DEFA1	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	FCGR1A	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	FCGR3A	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	JAML	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	LYZ	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Neutrophils	Immune.system.Neutrophils	SERPINB1	human	neutrophil	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	ATXN8OS	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	C11ORF80	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	CD24	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	FCRL2	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	GUSBP11	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	HLA-DOB	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGHA1	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGHA2	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGHG2	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGHG4	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGHGP	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGLC7	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGLL3P	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	IGLV3-1	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	MAN1A1	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	REN	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	RPL3P7	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	UGT2B17	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasma.cells	Immune.system.Plasma.cells	ZNF165	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasmacytoid.dendritic.cells	Immune.system.Plasmacytoid.dendritic.cells	CLEC4C	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Plasmacytoid.dendritic.cells	Immune.system.Plasmacytoid.dendritic.cells	LILRA4	human	plasma_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	CCL4L2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	CD8B	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	EEF1B2P3	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	GIMAP2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	GZMH	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	IL32	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	PFN1P1	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.cells	Immune.system.T.cells	PYHIN1	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.T.follicular.helper.cells	Immune.system.T.follicular.helper.cells	IL6R	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Kidney.Juxtaglomerular.cells	Kidney.Juxtaglomerular.cells	REN	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Kidney
CELL.PanglaoDB2020.human.Liver.Cholangiocytes	Liver.Cholangiocytes	CD24	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Cholangiocytes	Liver.Cholangiocytes	CXCL6	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatic.stellate.cells	Liver.Hepatic.stellate.cells	AGTR1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	AKR1C1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	C1ORF53	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP2A6	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP2A7	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP2B6	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP2C19	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP2C8	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP2C9	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP2D6	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP3A4	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	CYP3A7	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	GRP	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	HPR	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	SCD	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	SERPINA1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Hepatocytes	Liver.Hepatocytes	TP53INP2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Kupffer.cells	Liver.Kupffer.cells	FTL	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Kupffer.cells	Liver.Kupffer.cells	G6PD	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Liver.Kupffer.cells	Liver.Kupffer.cells	LYZ	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Liver
CELL.PanglaoDB2020.human.Lungs.Pulmonary.alveolar.type.II.cells	Lungs.Pulmonary.alveolar.type.II.cells	GRK2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Lungs
CELL.PanglaoDB2020.human.Mammary.gland.Luminal.epithelial.cells	Mammary.gland.Luminal.epithelial.cells	ANKRD30A	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Mammary.gland
CELL.PanglaoDB2020.human.Mammary.gland.Luminal.epithelial.cells	Mammary.gland.Luminal.epithelial.cells	KLK3	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Mammary.gland
CELL.PanglaoDB2020.human.Mammary.gland.Luminal.epithelial.cells	Mammary.gland.Luminal.epithelial.cells	SERPINA1	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Mammary.gland
CELL.PanglaoDB2020.human.Mammary.gland.Luminal.epithelial.cells	Mammary.gland.Luminal.epithelial.cells	SERPINB3	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Mammary.gland
CELL.PanglaoDB2020.human.Mammary.gland.Luminal.epithelial.cells	Mammary.gland.Luminal.epithelial.cells	SERPINB4	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Mammary.gland
CELL.PanglaoDB2020.human.Mammary.gland.Mammary.epithelial.cells	Mammary.gland.Mammary.epithelial.cells	BTN3A1	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Mammary.gland
CELL.PanglaoDB2020.human.Pancreas.Acinar.cells	Pancreas.Acinar.cells	AKR1C3	human	acinar	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Acinar.cells	Pancreas.Acinar.cells	C15ORF48	human	acinar	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Acinar.cells	Pancreas.Acinar.cells	CTRB2	human	acinar	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Acinar.cells	Pancreas.Acinar.cells	LYZ	human	acinar	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Acinar.cells	Pancreas.Acinar.cells	REG1A	human	acinar	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Acinar.cells	Pancreas.Acinar.cells	REG1B	human	acinar	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Acinar.cells	Pancreas.Acinar.cells	SERPINA3	human	acinar	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Alpha.cells	Pancreas.Alpha.cells	SCGB2A1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Beta.cells	Pancreas.Beta.cells	INS	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Beta.cells	Pancreas.Beta.cells	SCGB2A1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Delta.cells	Pancreas.Delta.cells	GPC5-AS1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Delta.cells	Pancreas.Delta.cells	MS4A8	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Ductal.cells	Pancreas.Ductal.cells	AKR1C3	human	ductal	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Ductal.cells	Pancreas.Ductal.cells	DCDC2	human	ductal	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Ductal.cells	Pancreas.Ductal.cells	SERPINA3	human	ductal	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Epsilon.cells	Pancreas.Epsilon.cells	C2ORF54	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Epsilon.cells	Pancreas.Epsilon.cells	FAXDC2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Epsilon.cells	Pancreas.Epsilon.cells	GHRLOS	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Gamma.PP.cells	Pancreas.Gamma.PP.cells	GPC5-AS1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Gamma.PP.cells	Pancreas.Gamma.PP.cells	PPY2P	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Gamma.PP.cells	Pancreas.Gamma.PP.cells	SCGB2A1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Pancreas.Gamma.PP.cells	Pancreas.Gamma.PP.cells	ZNF503	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Pancreas
CELL.PanglaoDB2020.human.Reproductive.Decidual.cells	Reproductive.Decidual.cells	IL32	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Decidual.cells	Reproductive.Decidual.cells	XCL2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Germ.cells	Reproductive.Germ.cells	GCNA	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Germ.cells	Reproductive.Germ.cells	SPATA12	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Germ.cells	Reproductive.Germ.cells	TESMIN	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Leydig.cells	Reproductive.Leydig.cells	RLN2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Sertoli.cells	Reproductive.Sertoli.cells	FASLG	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Sertoli.cells	Reproductive.Sertoli.cells	KITLG	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Sertoli.cells	Reproductive.Sertoli.cells	TF	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Spermatocytes	Reproductive.Spermatocytes	GCNA	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Reproductive.Spermatocytes	Reproductive.Spermatocytes	TP73	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Reproductive
CELL.PanglaoDB2020.human.Skin.Keratinocytes	Skin.Keratinocytes	CALML5	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Keratinocytes	Skin.Keratinocytes	CD24	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Keratinocytes	Skin.Keratinocytes	PI3	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	CD1A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	FCGR1A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	FCGR2A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DMA	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DMB	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DQA1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DQA2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DQB1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DQB2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DQB3	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DRA	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DRB1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DRB5	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DRB6	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Langerhans.cells	Skin.Langerhans.cells	HLA-DRB9	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Melanocytes	Skin.Melanocytes	PRKN	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Melanocytes	Skin.Melanocytes	TP63	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Merkel.cells	Skin.Merkel.cells	CD99	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Skin.Sebocytes	Skin.Sebocytes	S100A7	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
