"","cell_ID","color_label","reannotated_cell_type"
"2222","malignant__turquoise__CY80.neg.B08.S20.comb","blue","malignant"
"2223","malignant__turquoise__CY80.neg.F11.S71.comb","blue","malignant"
"2224","malignant__turquoise__CY80.neg.F01.S61.comb","blue","malignant"
"2225","malignant__turquoise__CY80.neg.G02.S74.comb","blue","malignant"
"2226","Endo__pink__CY80.neg.G04.S76.comb","red","Endo"
"2227","Endo__pink__CY80.neg.B06.S18.comb","red","Endo"
"2228","malignant__turquoise__CY80.neg.B09.S21.comb","blue","malignant"
"2229","malignant__turquoise__CY80.neg.B12.S24.comb","blue","malignant"
"2230","Endo__pink__CY80.neg.E03.S51.comb","red","Endo"
"2231","Endo__pink__CY80.neg.C10.S34.comb","red","Endo"
"2232","malignant__turquoise__CY80.neg.B11.S23.comb","blue","malignant"
"2233","malignant__turquoise__CY80.neg.H12.S96.comb","blue","malignant"
"2234","CAF__red__CY80.neg.G06.S78.comb","green","CAF"
"2235","malignant__turquoise__CY80.neg.B01.S13.comb","blue","malignant"
"2236","malignant__turquoise__CY80.neg.G10.S82.comb","blue","malignant"
"2237","malignant__turquoise__CY80.neg.B04.S16.comb","blue","malignant"
"2238","malignant__turquoise__CY80.neg.D10.S46.comb","blue","malignant"
"2239","malignant__turquoise__CY80.neg.D09.S45.comb","blue","malignant"
"2240","malignant__turquoise__CY80.neg.F09.S69.comb","blue","malignant"
"2241","malignant__turquoise__CY80.neg.H02.S86.comb","blue","malignant"
"2242","malignant__turquoise__CY80.neg.B03.S15.comb","blue","malignant"
"2243","Endo__pink__CY80.neg.E01.S49.comb","red","Endo"
"2244","malignant__turquoise__CY80.neg.H07.S91.comb","blue","malignant"
"2245","malignant__turquoise__CY80.neg.E11.S59.comb","blue","malignant"
"2246","malignant__turquoise__CY80.neg.F06.S66.comb","blue","malignant"
"2247","Endo__pink__CY80.neg.C04.S28.comb","red","Endo"
"2248","malignant__turquoise__CY80.neg.H05.S89.comb","blue","malignant"
"2249","Endo__pink__CY80.neg.C02.S26.comb","red","Endo"
"2250","Endo__pink__CY80.neg.H09.S93.comb","red","Endo"
"2251","malignant__turquoise__CY80.neg.H08.S92.comb","blue","malignant"
"2252","malignant__turquoise__CY80.neg.H11.S95.comb","blue","malignant"
"2253","malignant__turquoise__CY80.neg.H01.S85.comb","blue","malignant"
"2254","malignant__turquoise__CY80.neg.E08.S56.comb","blue","malignant"
"2255","malignant__turquoise__CY80.neg.F05.S65.comb","blue","malignant"
"2256","Endo__pink__CY80.neg.H10.S94.comb","red","Endo"
"2257","malignant__turquoise__CY80.neg.C08.S32.comb","blue","malignant"
"2258","malignant__turquoise__CY80.neg.D02.S38.comb","blue","malignant"
"2259","malignant__turquoise__CY80.neg.D11.S47.comb","blue","malignant"
"2260","malignant__turquoise__CY80.neg.C12.S36.comb","blue","malignant"
"2261","malignant__turquoise__CY80.neg.F10.S70.comb","blue","malignant"
"2262","malignant__turquoise__CY80.neg.D01.S37.comb","blue","malignant"
"2263","malignant__turquoise__CY80.neg.D07.S43.comb","blue","malignant"
"2264","malignant__turquoise__CY80.neg.E02.S50.comb","blue","malignant"
"2265","malignant__turquoise__cy78.CD45.neg.1.B04.S496.comb","blue","malignant"
"2266","Tcell__green__cy80.CD45.neg.F02.S446.comb","turquoise","Tcell"
"2267","malignant__turquoise__cy78.CD45.neg.3.H06.S762.comb","blue","malignant"
"2268","Bcell__yellowgreen__cy84.Met.CD45.pos.B03.S879.comb","brown","Bcell"
"2269","malignant__turquoise__cy78.CD45.neg.1.D07.S523.comb","blue","malignant"
"2270","malignant__turquoise__cy78.CD45.neg.3.D01.S709.comb","blue","malignant"
"2271","Tcell__green__cy80.CD45.neg.A09.S393.comb","turquoise","Tcell"
"2272","malignant__turquoise__cy78.CD45.neg.2.B08.S596.comb","blue","malignant"
"2273","malignant__turquoise__cy78.CD45.neg.1.E02.S530.comb","blue","malignant"
"2274","malignant__turquoise__cy78.CD45.neg.3.B02.S686.comb","blue","malignant"
"2275","malignant__turquoise__cy78.CD45.neg.3.D04.S712.comb","blue","malignant"
"2276","malignant__turquoise__cy78.CD45.neg.3.E02.S722.comb","blue","malignant"
"2277","Tcell__green__cy80.CD45.neg.H12.S480.comb","turquoise","Tcell"
"2278","malignant__turquoise__cy78.CD45.neg.3.D10.S718.comb","blue","malignant"
"2279","malignant__turquoise__cy78.CD45.neg.1.G05.S557.comb","blue","malignant"
"2280","Tcell__green__cy84.Met.CD45.pos.C08.S896.comb","turquoise","Tcell"
"2281","malignant__turquoise__cy78.CD45.neg.3.G11.S755.comb","blue","malignant"
"2282","Tcell__green__cy80.CD45.neg.C11.S419.comb","turquoise","Tcell"
"2283","malignant__turquoise__cy78.CD45.neg.1.H01.S565.comb","blue","malignant"
"2284","malignant__turquoise__cy78.CD45.neg.1.C02.S506.comb","blue","malignant"
"2285","malignant__turquoise__cy78.CD45.neg.1.A05.S485.comb","blue","malignant"
"2286","Tcell__green__cy80.CD45.neg.E11.S443.comb","turquoise","Tcell"
"2287","malignant__turquoise__cy78.CD45.neg.1.E03.S531.comb","blue","malignant"
"2288","malignant__turquoise__cy78.CD45.neg.1.E07.S535.comb","blue","malignant"
"2289","malignant__turquoise__cy78.CD45.neg.2.C06.S606.comb","blue","malignant"
"2290","malignant__turquoise__cy78.CD45.neg.3.G02.S746.comb","blue","malignant"
"2291","malignant__turquoise__cy78.CD45.neg.1.B02.S494.comb","blue","malignant"
"2292","malignant__turquoise__cy78.CD45.neg.1.H07.S571.comb","blue","malignant"
"2293","malignant__turquoise__cy78.CD45.neg.1.F06.S546.comb","blue","malignant"
"2294","Tcell__green__cy84.Met.CD45.pos.G05.S941.comb","turquoise","Tcell"
"2295","Tcell__green__cy84.Met.CD45.pos.F09.S933.comb","turquoise","Tcell"
"2296","Tcell__green__cy80.CD45.neg.B11.S407.comb","turquoise","Tcell"
"2297","malignant__turquoise__cy78.CD45.neg.1.A04.S484.comb","blue","malignant"
"2298","malignant__turquoise__cy78.CD45.neg.1.H08.S572.comb","blue","malignant"
"2299","malignant__turquoise__cy78.CD45.neg.1.F02.S542.comb","blue","malignant"
"2300","malignant__turquoise__cy78.CD45.neg.3.G07.S751.comb","blue","malignant"
"2301","Tcell__green__cy84.Met.CD45.pos.D03.S903.comb","turquoise","Tcell"
"2302","malignant__turquoise__cy78.CD45.neg.1.F10.S550.comb","blue","malignant"
"2303","malignant__turquoise__cy78.CD45.neg.3.E05.S725.comb","blue","malignant"
"2304","malignant__turquoise__cy78.CD45.neg.1.H04.S568.comb","blue","malignant"
"2305","Tcell__green__cy80.CD45.neg.F06.S450.comb","turquoise","Tcell"
"2306","Tcell__green__cy84.Met.CD45.pos.B05.S881.comb","turquoise","Tcell"
"2307","Tcell__green__cy80.CD45.neg.B06.S402.comb","turquoise","Tcell"
"2308","Tcell__green__cy80.CD45.neg.G12.S468.comb","turquoise","Tcell"
"2309","Tcell__green__cy80.CD45.neg.A07.S391.comb","turquoise","Tcell"
"2310","malignant__turquoise__cy78.CD45.neg.3.G09.S753.comb","blue","malignant"
"2311","malignant__turquoise__cy78.CD45.neg.1.B08.S500.comb","blue","malignant"
"2312","malignant__turquoise__cy78.CD45.neg.3.D07.S715.comb","blue","malignant"
"2313","malignant__turquoise__cy78.CD45.neg.1.A03.S483.comb","blue","malignant"
"2314","malignant__turquoise__cy78.CD45.neg.1.F08.S548.comb","blue","malignant"
"2315","Tcell__green__cy80.CD45.neg.A05.S389.comb","turquoise","Tcell"
"2316","Tcell__green__cy80.CD45.neg.D03.S423.comb","turquoise","Tcell"
"2317","malignant__turquoise__cy78.CD45.neg.3.D08.S716.comb","blue","malignant"
"2318","CAF__red__cy84.Primary.CD45.neg.G03.S1035.comb","green","CAF"
"2319","malignant__turquoise__cy78.CD45.neg.2.C05.S605.comb","blue","malignant"
"2320","malignant__turquoise__cy78.CD45.neg.1.G04.S556.comb","blue","malignant"
"2321","malignant__turquoise__cy78.CD45.neg.1.D05.S521.comb","blue","malignant"
"2322","malignant__turquoise__cy78.CD45.neg.1.C10.S514.comb","blue","malignant"
"2323","malignant__turquoise__cy78.CD45.neg.3.D09.S717.comb","blue","malignant"
"2324","malignant__turquoise__cy78.CD45.neg.3.B08.S692.comb","blue","malignant"
"2325","malignant__turquoise__cy78.CD45.neg.3.C09.S705.comb","blue","malignant"
"2326","malignant__turquoise__cy78.CD45.neg.1.H02.S566.comb","blue","malignant"
"2327","Tcell__green__cy80.CD45.neg.E04.S436.comb","turquoise","Tcell"
"2328","malignant__turquoise__cy84.Primary.CD45.neg.G07.S1039.comb","blue","malignant"
"2329","Tcell__green__cy80.CD45.neg.H03.S471.comb","turquoise","Tcell"
"2330","Tcell__green__cy80.CD45.neg.G01.S457.comb","turquoise","Tcell"
"2331","malignant__turquoise__cy84.Primary.CD45.neg.A03.S963.comb","blue","malignant"
"2332","Tcell__green__cy80.CD45.neg.C12.S420.comb","turquoise","Tcell"
"2333","Tcell__green__cy80.CD45.neg.A12.S396.comb","turquoise","Tcell"
"2334","malignant__turquoise__cy84.Primary.CD45.neg.E12.S1020.comb","blue","malignant"
"2335","malignant__turquoise__cy78.CD45.neg.1.F05.S545.comb","blue","malignant"
"2336","Tcell__green__cy80.CD45.neg.F04.S448.comb","turquoise","Tcell"
"2337","malignant__turquoise__cy78.CD45.neg.3.F12.S744.comb","blue","malignant"
"2338","malignant__turquoise__cy78.CD45.neg.3.A05.S677.comb","blue","malignant"
"2339","malignant__turquoise__cy78.CD45.neg.1.D09.S525.comb","blue","malignant"
"2340","malignant__turquoise__cy78.CD45.neg.1.D12.S528.comb","blue","malignant"
"2341","malignant__turquoise__cy78.CD45.neg.3.C01.S697.comb","blue","malignant"
"2342","malignant__turquoise__cy78.CD45.neg.3.F07.S739.comb","blue","malignant"
"2343","malignant__turquoise__cy78.CD45.neg.3.A12.S684.comb","blue","malignant"
"2344","Tcell__green__cy84.Met.CD45.pos.B02.S878.comb","turquoise","Tcell"
"2345","Bcell__yellowgreen__cy80.CD45.neg.F10.S454.comb","brown","Bcell"
"2346","Tcell__green__cy78.CD45.neg.2.A06.S582.comb","turquoise","Tcell"
"2347","Tcell__green__cy80.CD45.neg.A11.S395.comb","turquoise","Tcell"
"2348","malignant__turquoise__cy78.CD45.neg.2.A12.S588.comb","blue","malignant"
"2349","Tcell__green__cy84.Met.CD45.pos.B07.S883.comb","turquoise","Tcell"
"2350","malignant__turquoise__cy78.CD45.neg.1.D01.S517.comb","blue","malignant"
"2351","malignant__turquoise__cy78.CD45.neg.3.B01.S685.comb","blue","malignant"
"2352","malignant__turquoise__cy78.CD45.neg.1.B11.S503.comb","blue","malignant"
"2353","malignant__turquoise__cy78.CD45.neg.2.B10.S598.comb","blue","malignant"
"2354","malignant__turquoise__cy78.CD45.neg.1.B06.S498.comb","blue","malignant"
"2355","malignant__turquoise__cy78.CD45.neg.1.H03.S567.comb","blue","malignant"
"2356","Tcell__green__cy80.CD45.neg.H07.S475.comb","turquoise","Tcell"
"2357","malignant__turquoise__cy78.CD45.neg.3.E07.S727.comb","blue","malignant"
"2358","malignant__turquoise__cy78.CD45.neg.1.G12.S564.comb","blue","malignant"
"2359","malignant__turquoise__cy84.Primary.CD45.neg.E05.S1013.comb","blue","malignant"
"2360","malignant__turquoise__cy78.CD45.neg.3.H02.S758.comb","blue","malignant"
"2361","malignant__turquoise__cy78.CD45.neg.3.F09.S741.comb","blue","malignant"
"2362","Bcell__yellowgreen__cy80.CD45.neg.E02.S434.comb","brown","Bcell"
"2363","Tcell__green__cy80.CD45.neg.C05.S413.comb","turquoise","Tcell"
"2364","malignant__turquoise__cy78.CD45.neg.1.A11.S491.comb","blue","malignant"
"2365","Macro__yellow__cy84.Met.CD45.pos.H09.S957.comb","yellow","Macro"
"2366","malignant__turquoise__cy78.CD45.neg.2.C07.S607.comb","blue","malignant"
"2367","malignant__turquoise__cy78.CD45.neg.3.F05.S737.comb","blue","malignant"
"2368","malignant__turquoise__cy78.CD45.neg.3.F01.S733.comb","blue","malignant"
"2369","Tcell__green__cy80.CD45.neg.D04.S424.comb","turquoise","Tcell"
"2370","malignant__turquoise__cy78.CD45.neg.1.C01.S505.comb","blue","malignant"
"2371","malignant__turquoise__cy78.CD45.neg.2.A05.S581.comb","blue","malignant"
"2372","malignant__turquoise__cy78.CD45.neg.1.H05.S569.comb","blue","malignant"
"2373","malignant__turquoise__cy78.CD45.neg.3.F04.S736.comb","blue","malignant"
"2374","malignant__turquoise__cy78.CD45.neg.3.E06.S726.comb","blue","malignant"
"2375","CAF__red__cy78.CD45.neg.3.G01.S745.comb","green","CAF"
"2376","Tcell__green__cy80.CD45.neg.E10.S442.comb","turquoise","Tcell"
"2377","Tcell__green__cy84.Met.CD45.pos.G01.S937.comb","turquoise","Tcell"
"2378","malignant__turquoise__cy78.CD45.neg.3.F03.S735.comb","blue","malignant"
"2379","Tcell__green__cy80.CD45.neg.C04.S412.comb","turquoise","Tcell"
"2380","malignant__turquoise__cy78.CD45.neg.3.C04.S700.comb","blue","malignant"
"2381","malignant__turquoise__cy78.CD45.neg.1.C06.S510.comb","blue","malignant"
"2382","malignant__turquoise__cy84.Primary.CD45.neg.A10.S970.comb","blue","malignant"
"2383","malignant__turquoise__cy78.CD45.neg.3.G10.S754.comb","blue","malignant"
"2384","malignant__turquoise__cy78.CD45.neg.3.H04.S760.comb","blue","malignant"
"2385","Tcell__green__cy80.CD45.neg.G08.S464.comb","turquoise","Tcell"
"2386","malignant__turquoise__cy78.CD45.neg.1.D04.S520.comb","blue","malignant"
"2387","Bcell__yellowgreen__cy84.Met.CD45.pos.A02.S866.comb","brown","Bcell"
"2388","malignant__turquoise__cy78.CD45.neg.3.A11.S683.comb","blue","malignant"
"2389","malignant__turquoise__cy78.CD45.neg.2.B05.S593.comb","blue","malignant"
"2390","Tcell__green__cy80.CD45.neg.B12.S408.comb","turquoise","Tcell"
"2391","Bcell__yellowgreen__cy80.CD45.neg.E01.S433.comb","brown","Bcell"
"2392","malignant__turquoise__cy78.CD45.neg.3.B10.S694.comb","blue","malignant"
"2393","Tcell__green__cy80.CD45.neg.C07.S415.comb","turquoise","Tcell"
"2394","malignant__turquoise__cy78.CD45.neg.3.G08.S752.comb","blue","malignant"
"2395","malignant__turquoise__cy78.CD45.neg.1.C05.S509.comb","blue","malignant"
"2396","malignant__turquoise__cy78.CD45.neg.3.D11.S719.comb","blue","malignant"
"2397","malignant__turquoise__cy78.CD45.neg.3.B05.S689.comb","blue","malignant"
"2398","malignant__turquoise__cy78.CD45.neg.3.G03.S747.comb","blue","malignant"
"2399","Tcell__green__cy80.CD45.neg.F05.S449.comb","turquoise","Tcell"
"2400","malignant__turquoise__cy84.Primary.CD45.neg.H02.S1046.comb","blue","malignant"
"2401","malignant__turquoise__cy78.CD45.neg.1.B12.S504.comb","blue","malignant"
"2402","malignant__turquoise__cy78.CD45.neg.2.A10.S586.comb","blue","malignant"
"2403","malignant__turquoise__cy78.CD45.neg.3.F10.S742.comb","blue","malignant"
"2404","Tcell__green__cy84.Met.CD45.pos.F04.S928.comb","turquoise","Tcell"
"2405","malignant__turquoise__cy78.CD45.neg.3.A09.S681.comb","blue","malignant"
"2406","malignant__turquoise__cy78.CD45.neg.1.A06.S486.comb","blue","malignant"
"2407","malignant__turquoise__cy78.CD45.neg.1.F11.S551.comb","blue","malignant"
"2408","Tcell__green__cy80.CD45.neg.C01.S409.comb","turquoise","Tcell"
"2409","Macro__yellow__cy84.Met.CD45.pos.A01.S865.comb","yellow","Macro"
"2410","Bcell__yellowgreen__cy80.CD45.neg.B04.S400.comb","brown","Bcell"
"2411","malignant__turquoise__cy84.Primary.CD45.neg.H07.S1051.comb","blue","malignant"
"2412","Tcell__green__cy80.CD45.neg.F07.S451.comb","turquoise","Tcell"
"2413","Tcell__green__cy80.CD45.neg.D11.S431.comb","turquoise","Tcell"
"2414","malignant__turquoise__cy78.CD45.neg.3.D12.S720.comb","blue","malignant"
"2415","Endo__pink__cy84.Primary.CD45.neg.A12.S972.comb","red","Endo"
"2416","Tcell__green__cy84.Met.CD45.pos.C07.S895.comb","turquoise","Tcell"
"2417","malignant__turquoise__cy78.CD45.neg.3.A03.S675.comb","blue","malignant"
"2418","malignant__turquoise__cy78.CD45.neg.1.C07.S511.comb","blue","malignant"
"2419","Bcell__yellowgreen__cy78.CD45.neg.2.A08.S584.comb","brown","Bcell"
"2420","malignant__turquoise__cy78.CD45.neg.3.D06.S714.comb","blue","malignant"
"2421","malignant__turquoise__cy78.CD45.neg.3.C10.S706.comb","blue","malignant"
"2422","malignant__turquoise__cy78.CD45.neg.3.C03.S699.comb","blue","malignant"
"2423","Tcell__green__cy80.CD45.neg.D09.S429.comb","turquoise","Tcell"
"2424","malignant__turquoise__cy78.CD45.neg.3.H08.S764.comb","blue","malignant"
"2425","Tcell__green__cy84.Met.CD45.pos.G07.S943.comb","turquoise","Tcell"
"2426","malignant__turquoise__cy78.CD45.neg.3.B04.S688.comb","blue","malignant"
"2427","malignant__turquoise__cy84.Primary.CD45.neg.A07.S967.comb","blue","malignant"
"2428","malignant__turquoise__cy84.Primary.CD45.neg.F05.S1025.comb","blue","malignant"
"2429","malignant__turquoise__cy78.CD45.neg.3.A08.S680.comb","blue","malignant"
"2430","malignant__turquoise__cy78.CD45.neg.3.F08.S740.comb","blue","malignant"
"2431","malignant__turquoise__cy84.Primary.CD45.neg.H12.S1056.comb","blue","malignant"
"2432","malignant__turquoise__cy78.CD45.neg.3.G06.S750.comb","blue","malignant"
"2433","malignant__turquoise__cy78.CD45.neg.3.E10.S730.comb","blue","malignant"
"2434","Tcell__green__cy80.CD45.neg.A03.S387.comb","turquoise","Tcell"
"2435","Tcell__green__cy84.Met.CD45.pos.G09.S945.comb","turquoise","Tcell"
"2436","malignant__turquoise__cy78.CD45.neg.1.G01.S553.comb","blue","malignant"
"2437","Tcell__green__cy84.Met.CD45.pos.A04.S868.comb","turquoise","Tcell"
"2438","malignant__turquoise__cy78.CD45.neg.3.B11.S695.comb","blue","malignant"
"2439","Tcell__green__cy84.Met.CD45.pos.A11.S875.comb","turquoise","Tcell"
"2440","malignant__turquoise__cy78.CD45.neg.1.F07.S547.comb","blue","malignant"
"2441","malignant__turquoise__cy78.CD45.neg.1.C03.S507.comb","blue","malignant"
"2442","Tcell__green__cy80.CD45.neg.G07.S463.comb","turquoise","Tcell"
"2443","malignant__turquoise__cy78.CD45.neg.1.D06.S522.comb","blue","malignant"
"2444","Tcell__green__cy80.CD45.neg.H11.S479.comb","turquoise","Tcell"
"2445","malignant__turquoise__cy78.CD45.neg.3.F11.S743.comb","blue","malignant"
"2446","malignant__turquoise__cy78.CD45.neg.3.A07.S679.comb","blue","malignant"
"2447","malignant__turquoise__cy78.CD45.neg.1.H10.S574.comb","blue","malignant"
"2448","Tcell__green__cy80.CD45.neg.B08.S404.comb","turquoise","Tcell"
"2449","malignant__turquoise__cy78.CD45.neg.1.G02.S554.comb","blue","malignant"
"2450","Bcell__yellowgreen__cy84.Met.CD45.pos.H05.S953.comb","brown","Bcell"
"2451","Tcell__green__cy84.Met.CD45.pos.B08.S884.comb","turquoise","Tcell"
"2452","malignant__turquoise__cy78.CD45.neg.3.E12.S732.comb","blue","malignant"
"2453","Tcell__green__cy80.CD45.neg.E06.S438.comb","turquoise","Tcell"
"2454","malignant__turquoise__cy78.CD45.neg.3.A10.S682.comb","blue","malignant"
"2455","malignant__turquoise__cy78.CD45.neg.1.E09.S537.comb","blue","malignant"
"2456","Tcell__green__cy80.CD45.neg.D05.S425.comb","turquoise","Tcell"
"2457","Tcell__green__cy84.Met.CD45.pos.F11.S935.comb","turquoise","Tcell"
"2458","Tcell__green__cy80.CD45.neg.D08.S428.comb","turquoise","Tcell"
"2459","Tcell__green__cy80.CD45.neg.E07.S439.comb","turquoise","Tcell"
"2460","malignant__turquoise__cy78.CD45.neg.1.C04.S508.comb","blue","malignant"
"2461","malignant__turquoise__cy78.CD45.neg.3.A04.S676.comb","blue","malignant"
"2462","malignant__turquoise__cy78.CD45.neg.3.G12.S756.comb","blue","malignant"
"2463","malignant__turquoise__cy84.Primary.CD45.neg.D05.S1001.comb","blue","malignant"
"2464","malignant__turquoise__cy78.CD45.neg.3.E04.S724.comb","blue","malignant"
"2465","malignant__turquoise__cy78.CD45.neg.3.H09.S765.comb","blue","malignant"
"2466","Bcell__yellowgreen__cy84_Primary_CD45_pos_E03_S435_comb","brown","Bcell"
"2467","Tcell__green__cy84_Primary_CD45_pos_C05_S413_comb","turquoise","Tcell"
"2468","Bcell__yellowgreen__cy84_Primary_CD45_pos_H12_S480_comb","brown","Bcell"
"2469","Tcell__green__cy84_Primary_CD45_pos_A09_S393_comb","turquoise","Tcell"
"2470","Tcell__green__cy84_Primary_CD45_pos_E05_S437_comb","turquoise","Tcell"
"2471","Bcell__yellowgreen__cy84_Primary_CD45_pos_B03_S399_comb","brown","Bcell"
"2472","Tcell__green__cy84_Primary_CD45_pos_H09_S477_comb","turquoise","Tcell"
"2473","Tcell__green__cy84_Primary_CD45_pos_A06_S390_comb","turquoise","Tcell"
"2474","Tcell__green__cy84_Primary_CD45_pos_G06_S462_comb","turquoise","Tcell"
"2475","Tcell__green__cy84_Primary_CD45_pos_C01_S409_comb","turquoise","Tcell"
"2476","Tcell__green__cy84_Primary_CD45_pos_D07_S427_comb","turquoise","Tcell"
"2477","Tcell__green__cy84_Primary_CD45_pos_B04_S400_comb","turquoise","Tcell"
"2478","Tcell__green__cy84_Primary_CD45_pos_E02_S434_comb","turquoise","Tcell"
"2479","Bcell__yellowgreen__cy84_Primary_CD45_pos_H08_S476_comb","brown","Bcell"
"2480","Tcell__green__cy84_Primary_CD45_pos_C06_S414_comb","turquoise","Tcell"
"2481","Bcell__yellowgreen__cy84_Primary_CD45_pos_E06_S438_comb","brown","Bcell"
"2482","Tcell__green__cy84_Primary_CD45_pos_H02_S470_comb","turquoise","Tcell"
"2483","Tcell__green__cy84_Primary_CD45_pos_B11_S407_comb","turquoise","Tcell"
"2484","Macro__yellow__cy84_Primary_CD45_pos_E01_S433_comb","yellow","Macro"
"2485","Tcell__green__cy84_Primary_CD45_pos_E04_S436_comb","turquoise","Tcell"
"2486","Tcell__green__cy84_Primary_CD45_pos_D10_S430_comb","turquoise","Tcell"
"2487","Bcell__yellowgreen__cy84_Primary_CD45_pos_G02_S458_comb","brown","Bcell"
"2488","Tcell__green__cy84_Primary_CD45_pos_B07_S403_comb","turquoise","Tcell"
"2489","Tcell__green__cy84_Primary_CD45_pos_D11_S431_comb","turquoise","Tcell"
"2490","Bcell__yellowgreen__cy84_Primary_CD45_pos_A04_S388_comb","brown","Bcell"
"2491","Tcell__green__cy84_Primary_CD45_pos_B09_S405_comb","turquoise","Tcell"
"2492","Bcell__yellowgreen__cy84_Primary_CD45_pos_A12_S396_comb","brown","Bcell"
"2493","Tcell__green__cy84_Primary_CD45_pos_B10_S406_comb","turquoise","Tcell"
"2494","Tcell__green__cy84_Primary_CD45_pos_G05_S461_comb","turquoise","Tcell"
"2495","Tcell__green__cy84_Primary_CD45_pos_E09_S441_comb","turquoise","Tcell"
"2496","Tcell__green__cy84_Primary_CD45_pos_H10_S478_comb","turquoise","Tcell"
"2497","Tcell__green__cy84_Primary_CD45_pos_H11_S479_comb","turquoise","Tcell"
"2498","Bcell__yellowgreen__cy84_Primary_CD45_pos_G09_S465_comb","brown","Bcell"
"2499","Bcell__yellowgreen__cy84_Primary_CD45_pos_H01_S469_comb","brown","Bcell"
"2500","Bcell__yellowgreen__cy84_Primary_CD45_pos_A11_S395_comb","brown","Bcell"
"2501","Bcell__yellowgreen__cy84_Primary_CD45_pos_D01_S421_comb","brown","Bcell"
"2502","Tcell__green__cy84_Primary_CD45_pos_C03_S411_comb","turquoise","Tcell"
"2503","Tcell__green__cy84_Primary_CD45_pos_A01_S385_comb","turquoise","Tcell"
"2504","Bcell__yellowgreen__cy84_Primary_CD45_pos_D02_S422_comb","brown","Bcell"
"2505","Tcell__green__cy84_Primary_CD45_pos_C04_S412_comb","turquoise","Tcell"
"2506","Bcell__yellowgreen__cy84_Primary_CD45_pos_A03_S387_comb","brown","Bcell"
"2507","Bcell__yellowgreen__cy84_Primary_CD45_pos_C09_S417_comb","brown","Bcell"
"2508","Bcell__yellowgreen__cy84_Primary_CD45_pos_B05_S401_comb","brown","Bcell"
"2509","Tcell__green__cy84_Primary_CD45_pos_G12_S468_comb","turquoise","Tcell"
"2510","Bcell__yellowgreen__cy84_Primary_CD45_pos_E10_S442_comb","brown","Bcell"
"2511","Tcell__green__cy84_Primary_CD45_pos_C10_S418_comb","turquoise","Tcell"
"2512","Tcell__green__cy84_Primary_CD45_pos_B12_S408_comb","turquoise","Tcell"
"2513","Bcell__yellowgreen__cy84_Primary_CD45_pos_D08_S428_comb","brown","Bcell"
"2514","Tcell__green__cy84_Primary_CD45_pos_G10_S466_comb","turquoise","Tcell"
"2515","Tcell__green__cy84_Primary_CD45_pos_H03_S471_comb","turquoise","Tcell"
"2516","Tcell__green__cy84_Primary_CD45_pos_D09_S429_comb","turquoise","Tcell"
"2517","Tcell__green__cy84_Primary_CD45_pos_G07_S463_comb","turquoise","Tcell"
"2518","Tcell__green__cy84_Primary_CD45_pos_D03_S423_comb","turquoise","Tcell"
"2519","Bcell__yellowgreen__cy84_Primary_CD45_pos_H06_S474_comb","brown","Bcell"
"2520","Tcell__green__cy84_Primary_CD45_pos_G08_S464_comb","turquoise","Tcell"
"2521","Tcell__green__cy84_Primary_CD45_pos_D06_S426_comb","turquoise","Tcell"
"2522","Bcell__yellowgreen__cy84_Primary_CD45_pos_B02_S398_comb","brown","Bcell"
"2523","Bcell__yellowgreen__cy84_Primary_CD45_pos_E07_S439_comb","brown","Bcell"
"2524","Bcell__yellowgreen__cy84_Primary_CD45_pos_G11_S467_comb","brown","Bcell"
"2525","Macro__yellow__cy84_Primary_CD45_pos_C08_S416_comb","yellow","Macro"
"2526","Tcell__green__cy84_Primary_CD45_pos_H07_S475_comb","turquoise","Tcell"
"2527","Tcell__green__cy60_1_cd_45_pos_4_B04_S16_comb","turquoise","Tcell"
"2528","Tcell__green__cy60_1_cd_45_pos_4_G06_S78_comb","turquoise","Tcell"
"2529","Tcell__green__cy60_1_cd_45_pos_3_C06_S318_comb","turquoise","Tcell"
"2530","Tcell__green__cy60_1_cd_45_pos_4_B10_S22_comb","turquoise","Tcell"
"2531","Tcell__green__cy60_1_cd_45_pos_4_A06_S6_comb","turquoise","Tcell"
"2532","CAF__red__cy80_CD_90_pos_A04_S868_comb","green","CAF"
"2533","CAF__red__cy80_CD_90_pos_F08_S932_comb","green","CAF"
"2534","Tcell__green__cy60_1_cd_45_pos_4_G12_S84_comb","turquoise","Tcell"
"2535","Tcell__green__cy60_1_cd_45_pos_3_H11_S383_comb","turquoise","Tcell"
"2536","Tcell__green__cy60_1_cd_45_pos_3_A05_S293_comb","turquoise","Tcell"
"2537","Tcell__green__cy88_cd_45_pos_G03_S459_comb","turquoise","Tcell"
"2538","Tcell__green__cy60_1_cd_45_pos_4_D03_S39_comb","turquoise","Tcell"
"2539","Bcell__yellowgreen__cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A02_S962_comb","brown","Bcell"
"2540","Macro__yellow__cy88_cd_45_pos_G09_S465_comb","yellow","Macro"
"2541","Bcell__yellowgreen__cy60_1_cd_45_pos_3_C12_S324_comb","brown","Bcell"
"2542","Tcell__green__cy60_1_cd_45_pos_3_F04_S352_comb","turquoise","Tcell"
"2543","Bcell__yellowgreen__cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C07_S991_comb","brown","Bcell"
