"","DE_fc_tumor_over_normal","DE_ml_normal_vs_tumor","DE_p_normal_vs_tumor","p_adjusted_bonferroni","p_adjusted_BH","p_adjusted_BY","gene_symbol"
"SNORD115-13",0.00775763888888889,0.00387881944444444,0.515575815400837,1,0.564509343533572,1,"SNORD115-13"
"TCEB3B",-0.0195874068428184,0.159879467310298,0.398497096599857,1,0.449727951526913,1,"TCEB3B"
"SIPA1",-0.304774381775069,9.23773476033198,0.000785232648530005,1,0.00130104510597054,0.0136391486266849,"SIPA1"
"CRTAM",-1.14767803184282,3.3224341548103,2.14504131866084e-06,0.0430080784391498,4.52097954789759e-06,4.73944459796265e-05,"CRTAM"
"EDA",-1.10894417344173,6.34674986449865,7.01113684285914e-06,0.140573293699326,1.41052873469121e-05,0.000147868901442214,"EDA"
"CCDC116",0.0262235772357724,1.73502154471545,0.699439394032505,1,0.739732065783899,1,"CCDC116"
"CADPS2",0.141362847222222,8.85778142361111,0.00140807623541314,1,0.00226689857223837,0.0237644078644873,"CADPS2"
"CCDC114",0.731852328929539,2.46455543275745,8.67850079964769e-06,0.174003941032936,1.73448904538413e-05,0.000181830389836513,"CCDC114"
"CCDC115",-0.306842005420053,9.86937655826558,1.11231662207738e-06,0.0223019482726515,2.40792768073638e-06,2.52428477453694e-05,"CCDC115"
"CCDC112",-0.0366363651761521,8.02255498814363,0.540239682140556,1,0.588685125606751,1,"CCDC112"
"CCDC113",1.59107003726287,6.95886428692412,5.59294727169146e-19,1.12138592797414e-14,5.39131491776069e-18,5.6518367517895e-17,"CCDC113"
"CCDC110",-0.89047922594851,4.02327746019648,6.39872072711103e-05,1,0.000118060007704952,0.00123764962841486,"CCDC110"
"CCDC111",-0.427019673102981,7.26975601710705,6.31890053975155e-07,0.0126693955822019,1.40055224211827e-06,1.46823043275184e-05,"CCDC111"
"LEO1",-0.201974161585367,9.22097145579268,0.00602576052770754,1,0.00906282338763305,0.095007617025787,"LEO1"
"ATP1A4",-0.272413753387534,0.519054098915989,0.000937728238100503,1,0.00154084995688535,0.0161530768433299,"ATP1A4"
"ATP1A3",-1.64591046747968,5.7365594004065,6.41894351760256e-10,1.28699817527931e-05,1.86305468338059e-09,1.95308214985474e-08,"ATP1A3"
"ATP1A2",-5.48508936314363,6.06409190379404,7.82280317083735e-22,1.56847203575289e-17,1.6423790950292e-20,1.72174296461101e-19,"ATP1A2"
"ATP1A1",-0.546373340108401,15.1410352811653,4.26314481062822e-08,0.000854760534530958,1.04801438760539e-07,1.09865706652739e-06,"ATP1A1"
"KGFLP2",-0.175595536924119,4.98191686568428,0.31760107044821,1,0.367661747256732,1,"KGFLP2"
"MGRN1",0.0526176575203259,10.8496234629065,0.16725291062417,1,0.205039489942808,1,"MGRN1"
"TCP1",0.263633773712737,12.1721900575881,5.07190483584291e-06,0.10169169195865,1.03471968321074e-05,0.000108471992873298,"TCP1"
"CRTAP",0.0430076558265586,11.5288989498645,0.149407358053206,1,0.184789272936847,1,"CRTAP"
"CBLC",-0.296466514227642,10.1481228404472,0.000411559584414855,1,0.000700311437453776,0.00734152239347166,"CBLC"
"SPHK1",1.1313683096206,6.64171098407859,5.46333178757748e-07,0.0109539802340928,1.21805629201522e-06,1.27691582145965e-05,"SPHK1"
"DPT",-4.53095306571816,8.23340639397019,9.47412772445038e-22,1.8995626087523e-17,1.91105866287429e-20,2.00340580181595e-19,"DPT"
"BPESC1",0.0555796070460705,0.0932629742547425,0.31209299345205,1,0.362371129999871,1,"BPESC1"
"CUEDC1",0.0209487212059631,8.16414265328591,0.371264371918423,1,0.422994219393007,1,"CUEDC1"
"CUEDC2",0.241083384146341,9.44322705792683,6.56683078584164e-05,1,0.000120993687462538,0.00126840405349451,"CUEDC2"
"CBLB",0.0720705707994576,8.83681089515583,0.156979234622348,1,0.193390700717547,1,"CBLB"
"CPEB4",-0.79694850101626,9.1419940421748,7.34064464942003e-15,1.47179925220872e-10,3.63138231485003e-14,3.8068597995e-13,"CPEB4"
"CPEB1",-3.24905277777778,3.04057361111111,1.95690182426717e-21,3.92358815765567e-17,3.53158250014012e-20,3.70223740789363e-19,"CPEB1"
"ZNF45",-0.223562212059621,7.55843596714092,0.000418439327868959,1,0.000711357947130007,0.00745732544025983,"ZNF45"
"CPEB3",-1.45415862974255,6.97460605098239,1.81661482882674e-23,3.64231273179761e-19,9.24444855786195e-22,9.69116345573321e-21,"CPEB3"
"CPEB2",-0.874600000000001,8.8279,1.38125371665445e-18,2.76941370189218e-14,1.23139782209523e-17,1.29090204767376e-16,"CPEB2"
"BEGAIN",-0.612692547425474,4.22100738482385,5.09725438464667e-05,1,9.47260639653034e-05,0.000993034645236114,"BEGAIN"
"RBMXL3",-0.00521651422764228,0.0100478404471545,0.604745123768237,1,0.649340745009005,1,"RBMXL3"
"OSGEP",-0.0560121612466133,8.81029635840108,0.613891947554126,1,0.65789371684538,1,"OSGEP"
"ABAT",-0.924748509485095,9.11929647696477,1.39793037962799e-05,0.280285041115413,2.73903098910791e-05,0.000287138782368892,"ABAT"
"LOC100129637",0.832600584349594,7.77413199949187,7.10266539562286e-11,1.42408441182238e-06,2.27344254760917e-10,2.38330098309234e-09,"LOC100129637"
"ZNF780A",0.0488116446476967,7.78115216378726,0.453657819052633,1,0.504567764207632,1,"ZNF780A"
"ZNF780B",0.0411446053523035,7.86172596121274,0.403538003036725,1,0.454828093815635,1,"ZNF780B"
"TLN2",-0.954878751693768,10.218441111958,7.15456089564077e-12,1.43448945957597e-07,2.52107110646041e-11,2.64289557384747e-10,"TLN2"
"FRG1",-0.024123822831978,9.13219906419377,0.967804469691564,1,0.97309460996519,1,"FRG1"
"FRG2",0.0256201388888889,0.0128100694444444,0.204851022003225,1,0.246741739226521,1,"FRG2"
"RHEBL1",1.73416256775068,4.11736177168022,1.25750531360473e-18,2.52129815377749e-14,1.13012019443186e-17,1.1847304314923e-16,"RHEBL1"
"ZNF41",-0.100257681233063,7.99208335450542,0.121038390001766,1,0.152132709116206,1,"ZNF41"
"IFT80",0.497563067411924,8.08431811907182,4.2579739070076e-11,8.53723768355023e-07,1.39178964518263e-10,1.45904440519503e-09,"IFT80"
"FBRS",-0.113110221883469,10.6272887914973,0.0137120911080673,1,0.0198060474982968,0.207631252980224,"FBRS"
"ZNF414",0.00731030657181542,7.45858686060298,0.827053863944648,1,0.850642789940254,1,"ZNF414"
"IFT88",0.444567056233063,8.20007133299458,5.24675791305663e-08,0.00105197496156785,1.28055381809842e-07,1.34243338446628e-06,"IFT88"
"IL10RA",-1.82643219850949,8.60835707147696,8.3661803693892e-16,1.67741916406254e-11,4.64538089024478e-15,4.86985732461187e-14,"IL10RA"
"POU5F1B",3.10499645155827,4.97042017699864,7.79017968628156e-19,1.56193102709945e-14,7.30561969935561e-18,7.65864553290935e-17,"POU5F1B"
"SP1",-0.116558655149051,11.3472133553523,0.00563476899239075,1,0.00849643666221212,0.0890700575263145,"SP1"
"SLC27A4",-0.829018953252032,10.5841490599593,6.66089804997105e-15,1.3355100590192e-10,3.31474325892081e-14,3.47491995167973e-13,"SLC27A4"
"SP2",-0.419248611111112,9.46017569444444,3.58094497543327e-12,7.17979467574371e-08,1.30187207567997e-11,1.36478179362461e-10,"SP2"
"OLA1",0.983237144308942,10.8094210111789,7.46572709025381e-22,1.49687828159589e-17,1.58567614575836e-20,1.66229998687508e-19,"OLA1"
"PNOC",-2.71496681063686,3.86695805809621,3.71231603675315e-18,7.44319365369007e-14,3.01588073488253e-17,3.16161564227505e-16,"PNOC"
"CNTF",-0.374414981368564,3.31000714346206,0.000860682670647773,1,0.00141972355233928,0.0148832814867827,"CNTF"
"MCM10",1.95298471375339,7.06409479590108,5.54950669007272e-21,1.11267609135958e-16,8.66570164610265e-20,9.0844500442999e-19,"MCM10"
"PDIA5",0.285063313008131,9.4578975101626,0.000116345579280887,1,0.000209721196132498,0.00219855449368414,"PDIA5"
"SP4",-0.129484823848238,6.95788685636856,0.13602342983264,1,0.169343046764634,1,"SP4"
"TMEM38B",-0.0219554369918704,8.5127881351626,0.887658835376746,1,0.903291885819109,1,"TMEM38B"
"THUMPD3",0.357934917005419,9.63261136094173,1.68917696461294e-13,3.38679981404895e-09,7.11961281069781e-13,7.46365032572178e-12,"THUMPD3"
"IGFBPL1",-0.281758782181572,1.7337498772019,0.0107890737126153,1,0.0157679807520911,0.165299290573056,"IGFBPL1"
"SP5",2.78727655826558,5.70018949864499,1.88038982302422e-16,3.77018159516356e-12,1.14560364483852e-15,1.20096208098555e-14,"SP5"
"ATG4C",-0.214216844512196,7.3551427972561,0.00187876467515337,1,0.00298677701687481,0.0313110555975179,"ATG4C"
"ATG4B",0.121735044037941,10.0299748390921,0.0313006974359983,1,0.0431237043418205,0.452075496961769,"ATG4B"
"ATG4A",-0.922826405826557,8.5459916751355,1.83551237192273e-19,3.68020230570508e-15,1.95339825143582e-18,2.04779134529429e-17,"ATG4A"
"THUMPD2",1.05864598577236,7.29407909044715,1.32054071813922e-23,2.64768413986914e-19,7.31404458527386e-22,7.66747753040695e-21,"THUMPD2"
"LOC441208",0.348261983401084,5.79647977218835,0.000669385140195853,1,0.00111675587127033,0.0117072031077791,"LOC441208"
"ATG4D",-0.998342801490516,9.47285542852303,1.2574969888572e-18,2.52128146265869e-14,1.13012019443186e-17,1.1847304314923e-16,"ATG4D"
"PHOX2A",-3.06382564363144,2.25187254403794,7.05010247409604e-25,1.41354554605626e-20,1.37237431655947e-22,1.43869087928637e-21,"PHOX2A"
"PHOX2B",-4.29862869241192,3.07374906842818,1.48156782691607e-25,2.97054349296672e-21,5.12162671201158e-23,5.36911653677189e-22,"PHOX2B"
"LRGUK",0.590995875677507,1.2788857427168,0.000578875695461224,1,0.000970196246259093,0.0101707855777286,"LRGUK"
"MPHOSPH8",0.141337389905148,9.81780040226965,0.109500134678241,1,0.138936697905248,1,"MPHOSPH8"
"UPK2",1.04714279302168,0.860247006266938,1.29608511695537e-07,0.00259865065949551,3.05939564339005e-07,3.2072333001016e-06,"UPK2"
"CFH",-1.64789204776423,9.45416373221545,2.39251329338765e-14,4.79698915324223e-10,1.11557887284703e-13,1.16948643684417e-12,"CFH"
"CFI",0.646544681571816,7.71630404810298,0.000142559036740365,1,0.000254297925858035,0.0026658623827251,"CFI"
"PNP",0.351456944444445,10.8640284722222,0.000154635423992473,1,0.000274886093718334,0.00288169277946471,"PNP"
"ANKFY1",-0.632543792344174,10.4439402989499,2.49216106137168e-14,4.99678292805022e-10,1.15882595584021e-13,1.21482332715702e-12,"ANKFY1"
"C1orf14",0.010146468495935,0.0463903074186992,0.401215659367334,1,0.452490379700476,1,"C1orf14"
"CFB",1.09467434789973,10.7858249788279,1.02830392642452e-07,0.00206174937248116,2.44747076505361e-07,2.56573867968482e-06,"CFB"
"OR5P3",0.00222743055555556,0.00111371527777778,0.712794877990419,1,0.747152723949597,1,"OR5P3"
"OR5P2",0.00479375,0.002396875,0.597576157559856,1,0.642468870131113,1,"OR5P2"
"MLLT4",-0.105857876016261,11.5060393546748,0.127920944308985,1,0.159990950869887,1,"MLLT4"
"CREBBP",-0.191799695121951,11.018212347561,0.00523830233746663,1,0.0079236485753456,0.0830653911142771,"CREBBP"
"PNN",0.811981190718157,10.6702076685298,7.74827075385534e-18,1.553528286148e-13,5.95449707224223e-17,6.24223327790689e-16,"PNN"
"PHYHIPL",-0.661655733401084,4.10802335281165,0.0044300217087662,1,0.00676171857953428,0.0708846174931719,"PHYHIPL"
"ATP6V0E1",-0.0691092310298114,11.4553039210705,0.235159898405619,1,0.280102222289526,1,"ATP6V0E1"
"ATP6V0E2",0.119918927845529,8.84250824441057,0.124012995275601,1,0.155462162403236,1,"ATP6V0E2"
"RNF128",0.459692208672086,10.4241900067751,0.000216968202935302,1,0.000379368431814142,0.00397700464191488,"RNF128"
"CFP",-2.43704242039295,5.62579586297425,6.23609759465359e-21,1.25033756772804e-16,9.55915571657526e-20,1.00210780522276e-18,"CFP"
"AAAS",0.440179827235774,9.55699966971545,4.70225343617811e-15,9.42801813953712e-11,2.38446300161561e-14,2.49968622337702e-13,"AAAS"
"HAMP",1.05635174457995,1.46757343326558,1.07327136958107e-05,0.215190909601005,2.12828513105533e-05,0.00022311291967678,"HAMP"
"ZNF394",0.0123107300135494,8.86556512110434,0.873813856204711,1,0.891510719637603,1,"ZNF394"
"SIDT1",-1.22033678861789,8.27432672764228,1.43345117823003e-09,2.87406961235122e-05,4.02082793457201e-09,4.21512440654736e-08,"SIDT1"
"SERPINA10",0.701284366531165,2.86344462228997,0.465339073057609,1,0.516052380240407,1,"SERPINA10"
"SIDT2",-1.08806072154471,10.0707574441057,2.25995741996094e-19,4.53121462702168e-15,2.35387772832295e-18,2.46762299310837e-17,"SIDT2"
"TAF8",0.127393910907861,8.74675061399051,0.0110241387827115,1,0.0160915828911885,0.16869168461905,"TAF8"
"SIX4",1.86475051659892,3.42282647781165,3.79344408414029e-14,7.60585538870127e-10,1.72156074891382e-13,1.80475087424328e-12,"SIX4"
"LOC283070",-1.3291852303523,8.79205372628726,7.98932560785947e-12,1.60185978437582e-07,2.79800835698834e-11,2.93321512563567e-10,"LOC283070"
"SIX6",0.00571631944444444,0.00285815972222222,0.515575815400837,1,0.564509343533572,1,"SIX6"
"PM20D1",-0.850135289634146,1.25449576981707,1.12566443615812e-07,0.00225695719449702,2.67095525975979e-07,2.80002250467053e-06,"PM20D1"
"MR1",-0.15067118902439,6.5897668445122,0.623789434553097,1,0.667287956185754,1,"MR1"
"MGC4473",0.24066875,0.120334375,0.000272099074731424,1,0.000471365685879129,0.00494143255888801,"MGC4473"
"SIX3",0.765451041666667,0.686025520833333,0.00931427394029654,1,0.0137014814749043,0.143635713615468,"SIX3"
"WASH3P",0.214580987466125,8.46136610348916,0.0176220736820594,1,0.0250921645212611,0.263046807293751,"WASH3P"
"CNPY4",-0.497606038279133,7.40553600525068,3.258063784054e-08,0.000653241788702826,8.08672016179748e-08,8.47749072518804e-07,"CNPY4"
"CNPY3",0.647429488482386,10.2144220613144,6.25263276382094e-18,1.2536528691461e-13,4.87429548447823e-17,5.1098336451283e-16,"CNPY3"
"CNPY2",0.746785103319784,10.3261827955623,7.50738481728888e-20,1.50523065586642e-15,8.68068428988708e-19,9.10015668694117e-18,"CNPY2"
"CNPY1",0.265819825542005,0.206000156673442,0.0116561586158199,1,0.0169659513791062,0.177857886241478,"CNPY1"
"NODAL",0.949790862127371,2.56202713838076,0.000166485137110382,1,0.000295028114365072,0.00309284611456579,"NODAL"
"SYNJ1",-0.81559508807588,7.85868782181572,1.22433343010746e-17,2.45478852736547e-13,9.08849999528325e-17,9.52767906819216e-16,"SYNJ1"
"KNDC1",0.286154683265583,2.99792856114499,0.454711628426815,1,0.505604203978725,1,"KNDC1"
"HMG20A",0.0490824610433602,9.55519245003387,0.153410095697125,1,0.189284712953036,1,"HMG20A"
"HMG20B",-0.040141497289973,10.3305804708672,0.188711775153317,1,0.228897222735874,1,"HMG20B"
"PHOSPHO2",-0.0626436568428179,6.1069513423103,0.632505854851877,1,0.675746916916936,1,"PHOSPHO2"
"AAGAB",-0.128743834688347,10.2312524728997,0.139044800932201,1,0.172761247982316,1,"AAGAB"
"C4orf19",-1.80151430386179,9.67736236026423,1.17137222819843e-21,2.34860131753786e-17,2.28019545392025e-20,2.39038020674233e-19,"C4orf19"
"C3orf79",-0.0319012364498645,0.0238054793360434,0.117934874214452,1,0.148567116612199,1,"C3orf79"
"SLC7A6OS",0.411893716124661,7.72565661415989,4.45009184685752e-12,8.92243415294933e-08,1.60131808529157e-11,1.67869778408626e-10,"SLC7A6OS"
"C3orf77",0.00534756944444444,0.00267378472222222,0.515575815400837,1,0.564509343533572,1,"C3orf77"
"C3orf75",0.00713164803523014,8.63045118987127,0.83389617513205,1,0.856845093599016,1,"C3orf75"
"C3orf74",0.0557070291327913,0.171629124322493,0.215975103489213,1,0.259159783647059,1,"C3orf74"
"C4orf10",-0.195132918360434,7.48781402862466,0.00105486227285807,1,0.00172399645996123,0.0180730428494631,"C4orf10"
"C3orf72",0.560735831639566,0.411848403624661,0.000468565678762666,1,0.000793273820754155,0.00831606797740734,"C3orf72"
"C3orf71",-0.433376448170732,4.59722884908537,3.86883720327111e-05,0.775701859255857,7.26584731412381e-05,0.000761695124645264,"C3orf71"
"C3orf70",-1.72451240684282,8.0424169673103,1.63353556662321e-17,3.27523881107953e-13,1.18582143775508e-16,1.24312329834143e-15,"C3orf70"
"ZNF285",-1.11000912093496,4.28382226880081,0.00117187434491098,1,0.00190407668247333,0.0199608643464256,"ZNF285"
"MRO",-0.692213287601626,3.11662018546748,0.000184931218748487,1,0.000325770285027213,0.003415123207684,"MRO"
"ZFP82",-1.57851049288618,4.71966670477642,3.93095089899509e-12,7.88155655248516e-08,1.42292048248513e-11,1.49167956249231e-10,"ZFP82"
"CHFR",-1.15340506436314,8.8035560044038,8.28407457032228e-13,1.66095695134962e-08,3.23269161414873e-12,3.38890336601527e-11,"CHFR"
"EFHA1",-0.110523475609757,10.1204992378049,0.0489568563895119,1,0.0656534660296778,0.688260058722409,"EFHA1"
"RTBDN",-0.98919280995935,1.84703286331301,1.00740982218716e-09,2.01985669348526e-05,2.87360462866021e-09,3.01246439841063e-08,"RTBDN"
"EFHA2",-1.70675255758808,3.95176030657182,2.13089187138313e-14,4.27243820212318e-10,9.98000047214012e-14,1.04622590799698e-12,"EFHA2"
"AAA1",0.897707046070461,0.475624254742547,1.10777236219886e-08,0.000222108358620871,2.86776447541473e-08,3.00634203433946e-07,"AAA1"
"GPR75",0.296221087398374,3.38993737296748,0.00476193496864382,1,0.00724022113606648,0.0759008674731623,"GPR75"
"NUDT9P1",-0.223404107384824,1.32808087313686,0.0347760423454514,1,0.0476335325199003,0.499353040622145,"NUDT9P1"
"SYPL2",-1.53209966124661,3.82645260840108,1.34530751160998e-10,2.69734156077802e-06,4.1807623400294e-10,4.3827872428736e-09,"SYPL2"
"RFX8",1.05420669884824,0.707274081131436,7.57381853951317e-15,1.51855061717239e-10,3.74303824789842e-14,3.92391122676487e-13,"RFX8"
"ZNF222",-0.0255122289972896,5.31166583672087,0.870358485439631,1,0.888618374226734,1,"ZNF222"
"RFX4",0.339165184620596,0.661009421578591,0.0106313031860241,1,0.0155464684472163,0.162977127233014,"RFX4"
"OR2C3",0.0160135247289973,0.0736116404132791,0.670765527337462,1,0.712635058452528,1,"OR2C3"
"AVPR2",-1.34567684620596,3.53209328421409,1.08413176485744e-11,2.17368418853916e-07,3.7387068946322e-11,3.91937057166524e-10,"AVPR2"
"RFX7",0.386060780826558,8.4707255123645,1.30758803828183e-07,0.00262171401675506,3.08475478885771e-07,3.23381786296509e-06,"RFX7"
"NRXN3",-0.94578043699187,6.5283756351626,0.00991485215679413,1,0.0145369495973472,0.152394113952676,"NRXN3"
"GPR77",-0.591115362466125,3.08086670901084,0.000247286224305434,1,0.000430058861432918,0.00450840382273363,"GPR77"
"NRXN1",-5.25480257452574,4.30724017615176,6.21322353023688e-24,1.2457513178125e-19,4.44385708004412e-22,4.65859537938574e-21,"NRXN1"
"RFX3",0.773586297425473,5.34113949017615,1.71282921532779e-10,3.43422257673221e-06,5.26559732709631e-10,5.52004417240917e-09,"RFX3"
"RFPL2",0.416242479674797,0.626387093495935,0.00267022389850401,1,0.00416897595117625,0.0437043130620374,"RFPL2"
"VPS37D",0.459880242208673,4.34133036500678,0.00981457704717089,1,0.0143962447725347,0.150919073610644,"VPS37D"
"NLRP13",0.00874791666666667,0.00437395833333333,0.451179456124291,1,0.502173203913181,1,"NLRP13"
"APC",-0.8989639651084,9.30513996866531,1.51429941237068e-17,3.03617032180322e-13,1.10664342005783e-16,1.16011920060622e-15,"APC"
"TMEM179B",-0.31696266090786,10.0320650110095,1.12224349057185e-06,0.0225009819859655,2.42757242204445e-06,2.54487879892578e-05,"TMEM179B"
"ABCE1",1.10401820799458,10.4519652015583,2.13492238624022e-22,4.28051938441164e-18,5.57359294845265e-21,5.8429229132591e-20,"ABCE1"
"UQCRC2",-0.681962203590786,12.6636335323509,1.44698536518465e-17,2.90120565719522e-13,1.06154616070077e-16,1.11284272877565e-15,"UQCRC2"
"XPNPEP1",-0.00755000000000017,10.797325,0.862075772383363,1,0.881733369192799,1,"XPNPEP1"
"XPNPEP2",-2.72040228658537,7.67485739329268,6.07159472316317e-09,0.000121735474199421,1.60902303103307e-08,1.68677505209539e-07,"XPNPEP2"
"TIGD4",1.42594125169377,3.31139013804201,9.09661136141749e-18,1.82387057796421e-13,6.9217099732987e-17,7.25618432776812e-16,"TIGD4"
"ZNHIT3",0.392644385162603,8.99063926575203,2.30544483120129e-10,4.62241688655859e-06,6.98473405491595e-10,7.32225389079043e-09,"ZNHIT3"
"GGCX",-0.029962957317073,8.77105022865854,0.449965436669799,1,0.502173203913181,1,"GGCX"
"PAPLN",-0.947309053184282,7.35475279048103,1.62522225135845e-06,0.0325857061397369,3.47099554108829e-06,3.63872273530045e-05,"PAPLN"
"ADNP",0.701562347560975,10.9551250762195,1.00614660530066e-16,2.01732394362783e-12,6.43081833803534e-16,6.74157157973746e-15,"ADNP"
"TMEM218",-0.0767066565040651,7.6979637449187,0.196804713272819,1,0.238122986761859,1,"TMEM218"
"STXBP6",0.270493817750677,7.88652739668022,0.00176489744120393,1,0.00281245341183135,0.0294835820169201,"STXBP6"
